Occasion,Year,Month,Location,Sample_ID,Sample_type,Species,Weight (mg),N,d15N,C,d13C,CN
AUG_2022,2022,AUGUST,T3,T3080522114,Muscle_Tissue,BNT,0.923,14.58,13.33,46.46,-21.16,3.186556927
AUG_2022,2022,AUGUST,T3,T3080522134,Muscle_Tissue,BNT,0.985,14.48,13.67,46.68,-21.35,3.223756906
AUG_2022,2022,AUGUST,T3,T3080522181,Muscle_Tissue,BNT,0.911,13.12,12.54,41.4,-22.05,3.155487805
AUG_2022,2022,AUGUST,T3,T3080522182,Muscle_Tissue,BNT,1.009,14.74,13.78,46.92,-22.81,3.183175034
AUG_2022,2022,AUGUST,T3,T3080522183,Muscle_Tissue,BNT,1.058,14.05,13.72,46.55,-21.64,3.31316726
AUG_2022,2022,AUGUST,T3,T3080522150,Muscle_Tissue,BNT,1.122,14.43,13.69,46.78,-21.5,3.241857242
AUG_2022,2022,AUGUST,T3,T3080522113,Muscle_Tissue,BNT,1.14,13.92,13.59,45.04,-21.06,3.235632184
AUG_2022,2022,AUGUST,T3,T3080522193,Muscle_Tissue,BNT,0.974,14.07,11.61,45.38,-23.41,3.225302061
AUG_2022,2022,AUGUST,T3,T3080522151,Muscle_Tissue,BNT,0.961,14,13.53,45.05,-20.88,3.217857143
AUG_2022,2022,AUGUST,T3,T3080522112,Muscle_Tissue,BNT,1.032,14.68,13.67,46.55,-21.39,3.170980926
AUG_2022,2022,AUGUST,T3,T3080522184,Muscle_Tissue,BNT,1.047,12.45,14.33,50.21,-22.08,4.032931727
AUG_2022,2022,AUGUST,T3,T3080522180,Muscle_Tissue,BNT,1.083,14.71,13.34,46.64,-21.42,3.170632223
AUG_2022,2022,AUGUST,T3,T3080522148,Muscle_Tissue,BNT,0.984,13.94,13.31,45.21,-21.54,3.243185079
AUG_2022,2022,AUGUST,T3,T3080522179,Muscle_Tissue,BNT,1.027,14.24,13.64,45.03,-21.51,3.162219101
AUG_2022,2022,AUGUST,T3,T3080522203,Muscle_Tissue,BNT,0.968,12.1,13.9,47.67,-22.25,3.939669421
AUG_2022,2022,AUGUST,T3,T3080522170,Muscle_Tissue,MTS,1.035,13.22,12.72,45,-22.67,3.403933434
AUG_2022,2022,AUGUST,T3,T3080522169,Muscle_Tissue,MTS,0.98,13.95,12.2,47.89,-23.24,3.43297491
AUG_2022,2022,AUGUST,T3,T3080522123,Muscle_Tissue,MTS,1.054,13.01,12.48,44.15,-22.42,3.393543428
AUG_2022,2022,AUGUST,T3,T3080522132,Muscle_Tissue,MTS,0.933,13.69,12.96,45.91,-21.27,3.353542732
AUG_2022,2022,AUGUST,T3,T3080522133,Muscle_Tissue,MTS,0.971,13.89,12.54,48.28,-23.36,3.475881929
AUG_2022,2022,AUGUST,T3,T3080522130,Muscle_Tissue,MTS,1.006,13.94,13.09,46.44,-22.83,3.331420373
AUG_2022,2022,AUGUST,T3,T3080522125,Muscle_Tissue,MTS,1.003,14.75,12.58,47.91,-22.69,3.248135593
AUG_2022,2022,AUGUST,T3,T3080522128,Muscle_Tissue,MTS,0.901,14.29,12.43,47.45,-22.38,3.320503849
AUG_2022,2022,AUGUST,T3,T3080522129,Muscle_Tissue,MTS,1.048,13.95,12.89,46.69,-23.06,3.346953405
AUG_2022,2022,AUGUST,T3,T3080522127,Muscle_Tissue,MTS,0.98,13.98,12.44,46.48,-22.72,3.324749642
AUG_2022,2022,AUGUST,T3,T3080522122,Muscle_Tissue,MTS,1.032,13.49,12.89,47.35,-22.39,3.510007413
AUG_2022,2022,AUGUST,T3,T3080522124,Muscle_Tissue,MTS,0.985,14.2,13.65,46.71,-21.96,3.28943662
AUG_2022,2022,AUGUST,T3,T3080522126,Muscle_Tissue,MTS,1.122,14.45,12.91,48.67,-23.06,3.36816609
AUG_2022,2022,AUGUST,T3,T3080522121,Muscle_Tissue,MTS,1.105,13.9,13.64,46.29,-22.29,3.330215827
OCT_2022,2022,OCTOBER,C1.5,C1.5101022101,Muscle_Tissue,BNT,0.932,14.29,12.46,44.95,-21.3,3.145556333
OCT_2022,2022,OCTOBER,C1.5,C1.5101022102,Muscle_Tissue,BNT,0.863,14.26,12.07,45.38,-21.83,3.182328191
OCT_2022,2022,OCTOBER,C1.5,C1.5101022120,Muscle_Tissue,BNT,0.928,14.29,11.43,44.92,-21.68,3.143456963
OCT_2022,2022,OCTOBER,C1.5,C1.5101022100,Muscle_Tissue,BNT,0.943,13.94,11.54,45.14,-22.2,3.238163558
OCT_2022,2022,OCTOBER,C1.5,C1.5101022137,Muscle_Tissue,BNT,1.026,14.31,13.34,45.01,-20.99,3.1453529
OCT_2022,2022,OCTOBER,C1.5,C1.5101022126,Muscle_Tissue,BNT,1.067,14.33,13.13,44.9,-21.38,3.133286811
OCT_2022,2022,OCTOBER,C1.5,C1.5101022127,Muscle_Tissue,BNT,1.019,14.31,12.62,45.61,-21.57,3.187281621
OCT_2022,2022,OCTOBER,C1.5,C1.5101022128,Muscle_Tissue,BNT,1.086,14.29,13.64,44.65,-21.95,3.124562631
OCT_2022,2022,OCTOBER,C1.5,C1.5101022123,Muscle_Tissue,BNT,1.065,14.3,13.43,45.29,-21.93,3.167132867
OCT_2022,2022,OCTOBER,C1.5,C1.5101022129,Muscle_Tissue,BNT,0.981,14.26,14.27,45.04,-22.75,3.158485273
OCT_2022,2022,OCTOBER,C1.5,C1.5101022099,Muscle_Tissue,BNT,0.98,14.16,12.39,44.88,-22.48,3.169491525
OCT_2022,2022,OCTOBER,C1.5,C1.5101022131,Muscle_Tissue,BNT,0.993,14.26,13.37,45.15,-22.02,3.166199158
OCT_2022,2022,OCTOBER,C1.5,C1.5101022132,Muscle_Tissue,BNT,1.012,13.54,13.94,48.8,-22.39,3.604135894
OCT_2022,2022,OCTOBER,C1.5,C1.5101022130,Muscle_Tissue,BNT,0.944,14.12,13.57,44.99,-22.39,3.186260623
OCT_2022,2022,OCTOBER,C1.5,C1.5101022133,Muscle_Tissue,BNT,0.98,13.03,13.04,42.3,-21.95,3.246354566
OCT_2022,2022,OCTOBER,C1.5,C1.5101022122,Muscle_Tissue,MTS,0.916,14.08,12.43,46.02,-22.12,3.268465909
OCT_2022,2022,OCTOBER,C1.5,C1.5101022105,Muscle_Tissue,MTS,1.033,13.67,12.55,45.91,-24.11,3.358449159
OCT_2022,2022,OCTOBER,C1.5,C1.5101022052,Muscle_Tissue,MTS,0.934,13.99,12.65,45.39,-23.73,3.244460329
OCT_2022,2022,OCTOBER,C1.5,C1.5101022054,Muscle_Tissue,MTS,1.116,13.81,12.59,46.91,-22.15,3.396813903
OCT_2022,2022,OCTOBER,C1.5,C1.5101022121,Muscle_Tissue,MTS,0.992,13.81,12.48,45.67,-22.38,3.307023896
OCT_2022,2022,OCTOBER,C1.5,C1.5101022053,Muscle_Tissue,MTS,1.123,14.1,13.26,45.54,-24.1,3.229787234
OCT_2022,2022,OCTOBER,C1.5,C1.5101022048,Muscle_Tissue,MTS,0.999,14.14,13.17,46.28,-23.99,3.272984441
OCT_2022,2022,OCTOBER,C1.5,C1.5101022055,Muscle_Tissue,MTS,0.987,13.97,13.14,45.96,-22.75,3.289906943
OCT_2022,2022,OCTOBER,C1.5,C1.5101022049,Muscle_Tissue,MTS,1.124,13.67,12.94,45.34,-23.12,3.316752012
OCT_2022,2022,OCTOBER,C1.5,C1.5101022104,Muscle_Tissue,MTS,0.921,13.35,12.64,46.37,-22.3,3.47340824
OCT_2022,2022,OCTOBER,C1.5,C1.5101022103,Muscle_Tissue,MTS,0.96,13.94,12.64,45.36,-23.83,3.253945481
OCT_2022,2022,OCTOBER,C1.5,C1.5101022050,Muscle_Tissue,MTS,1.039,13.94,12.61,46.22,-22.43,3.315638451
OCT_2022,2022,OCTOBER,C1.5,C1.5101022124,Muscle_Tissue,MTS,1.004,14.23,13.42,46.18,-23.55,3.2452565
OCT_2022,2022,OCTOBER,C1.5,C1.5101022125,Muscle_Tissue,MTS,1.092,13.95,13.15,47.27,-23.75,3.388530466
OCT_2022,2022,OCTOBER,C1.5,C1.5101022051,Muscle_Tissue,MTS,0.951,14.34,13.33,46.66,-23.46,3.253835425
OCT_2022,2022,OCTOBER,T1,T1101222038,Muscle_Tissue,BNT,0.632,14.1,12.27,44.72,-22.86,3.171631206
OCT_2022,2022,OCTOBER,T1,T1101222040,Muscle_Tissue,BNT,0.944,14.65,12.92,46.06,-21.2,3.144027304
OCT_2022,2022,OCTOBER,T1,T1101222106,Muscle_Tissue,BNT,0.946,14.48,12.91,45.69,-23.19,3.15538674
OCT_2022,2022,OCTOBER,T1,T1101222039,Muscle_Tissue,BNT,1.044,13.92,11.38,43.96,-21.85,3.158045977
OCT_2022,2022,OCTOBER,T1,T1101222104,Muscle_Tissue,BNT,0.948,15.78,12.74,49.1,-21.58,3.111533587
OCT_2022,2022,OCTOBER,T1,T1101222037,Muscle_Tissue,BNT,0.98,14.28,12.75,45.36,-22.72,3.176470588
OCT_2022,2022,OCTOBER,T1,T1101222047,Muscle_Tissue,BNT,1.079,14.62,12.85,46.06,-22.88,3.150478796
OCT_2022,2022,OCTOBER,T1,T1101222036,Muscle_Tissue,BNT,1.023,15.05,13.7,47.16,-21.88,3.133554817
OCT_2022,2022,OCTOBER,T1,T1101222051,Muscle_Tissue,BNT,1.145,14.7,12.72,45.97,-21.3,3.127210884
OCT_2022,2022,OCTOBER,T1,T1101222035,Muscle_Tissue,BNT,1.088,14.33,13.34,45.8,-21.09,3.196092114
OCT_2022,2022,OCTOBER,T1,T1101222052,Muscle_Tissue,BNT,0.953,6.18,13.07,19.57,-22.39,3.166666667
OCT_2022,2022,OCTOBER,T1,T1101222099,Muscle_Tissue,BNT,1.071,14.32,12.96,46.17,-22.15,3.224162011
OCT_2022,2022,OCTOBER,T1,T1101222065,Muscle_Tissue,BNT,0.96,14.41,12.99,45.48,-22.41,3.156141568
OCT_2022,2022,OCTOBER,T1,T1101222034,Muscle_Tissue,BNT,0.981,14.37,13.03,45.22,-22.23,3.146833681
OCT_2022,2022,OCTOBER,T1,T1101222033,Muscle_Tissue,BNT,0.966,14.33,12.48,45.43,-21.89,3.170272156
OCT_2022,2022,OCTOBER,T1,T1101222041,Muscle_Tissue,MTS,1.084,13.6,11.8,46.59,-22.5,3.425735294
OCT_2022,2022,OCTOBER,T1,T1101222103,Muscle_Tissue,MTS,1.09,13.94,13.28,47.18,-22.32,3.384505022
OCT_2022,2022,OCTOBER,T1,T1101222063,Muscle_Tissue,MTS,1.012,13.39,12.17,43.46,-22.65,3.245705751
OCT_2022,2022,OCTOBER,T1,T1101222078,Muscle_Tissue,MTS,1.007,13.65,12.41,45.78,-22.09,3.353846154
OCT_2022,2022,OCTOBER,T1,T1101222044,Muscle_Tissue,MTS,1,13.64,12.95,47.15,-22.79,3.456744868
OCT_2022,2022,OCTOBER,T1,T1101222045,Muscle_Tissue,MTS,1.017,14.19,12.51,46.53,-23.04,3.279069767
OCT_2022,2022,OCTOBER,T1,T1101222074,Muscle_Tissue,MTS,1.1,14.08,12.7,47.01,-22.5,3.338778409
OCT_2022,2022,OCTOBER,T1,T1101222042,Muscle_Tissue,MTS,1.007,13.8,13.71,44.8,-23.62,3.246376812
OCT_2022,2022,OCTOBER,T1,T1101222046,Muscle_Tissue,MTS,1.026,14.04,12.68,45.73,-23.45,3.257122507
OCT_2022,2022,OCTOBER,T1,T1101222043,Muscle_Tissue,MTS,0.868,13.68,12.83,45.16,-22.92,3.301169591
OCT_2022,2022,OCTOBER,T1,T1101222067,Muscle_Tissue,MTS,1.034,13.88,13.17,45.15,-24.18,3.252881844
OCT_2022,2022,OCTOBER,T1,T1101222066,Muscle_Tissue,MTS,1.039,13.77,13.17,44.44,-22.59,3.227305737
OCT_2022,2022,OCTOBER,T1,T1101222096,Muscle_Tissue,MTS,1.018,13.86,13.88,45,-22.56,3.246753247
OCT_2022,2022,OCTOBER,T1,T1101222064,Muscle_Tissue,MTS,0.97,13.98,13.97,44.84,-23.87,3.207439199
OCT_2022,2022,OCTOBER,T1,T1101222101,Muscle_Tissue,MTS,1.056,13.35,11.89,46.63,-23.14,3.492883895
OCT_2022,2022,OCTOBER,T3,T3101422066,Muscle_Tissue,BNT,1.058,14.39,11.86,45.52,-20.63,3.163307853
OCT_2022,2022,OCTOBER,T3,T3101422064,Muscle_Tissue,BNT,0.969,14.12,11.53,45.28,-20.62,3.206798867
OCT_2022,2022,OCTOBER,T3,T3101422062,Muscle_Tissue,BNT,0.901,13.11,11.94,42.13,-20.53,3.213577422
OCT_2022,2022,OCTOBER,T3,T3101422065,Muscle_Tissue,BNT,0.922,14.36,11.73,45.64,-20.43,3.178272981
OCT_2022,2022,OCTOBER,T3,T3101422061,Muscle_Tissue,BNT,0.946,14.41,11.71,46.55,-21.57,3.230395559
OCT_2022,2022,OCTOBER,T3,T3101422063,Muscle_Tissue,BNT,0.951,14.09,11.46,44.93,-20.76,3.188786373
OCT_2022,2022,OCTOBER,T3,T3101422083,Muscle_Tissue,BNT,1.104,14.22,12.81,45.36,-20.61,3.189873418
OCT_2022,2022,OCTOBER,T3,T3101422082,Muscle_Tissue,BNT,0.965,14.12,12.8,45.34,-20.17,3.211048159
OCT_2022,2022,OCTOBER,T3,T3101422081,Muscle_Tissue,BNT,0.982,14.23,12.79,45.75,-21.05,3.215038651
OCT_2022,2022,OCTOBER,T3,T3101422076,Muscle_Tissue,BNT,1.071,14.18,12.98,45.04,-21.17,3.176304654
OCT_2022,2022,OCTOBER,T3,T3101422060,Muscle_Tissue,BNT,1.037,14.27,12.57,45.74,-20.89,3.205325858
OCT_2022,2022,OCTOBER,T3,T3101422077,Muscle_Tissue,BNT,1.039,13.97,12.81,44.88,-21.55,3.212598425
OCT_2022,2022,OCTOBER,T3,T3101422079,Muscle_Tissue,BNT,0.921,13.92,11.6,44.99,-23.72,3.23204023
OCT_2022,2022,OCTOBER,T3,T3101422080,Muscle_Tissue,BNT,0.987,13.68,12.95,45.15,-21.12,3.300438596
OCT_2022,2022,OCTOBER,T3,T3101422078,Muscle_Tissue,BNT,1.095,14.4,13.11,46.2,-21.16,3.208333333
OCT_2022,2022,OCTOBER,T3,T3101422069,Muscle_Tissue,MTS,0.967,13.68,11.97,45.98,-20.76,3.361111111
OCT_2022,2022,OCTOBER,T3,T3101422098,Muscle_Tissue,MTS,1.068,13.61,13.4,45.85,-20.97,3.368846436
OCT_2022,2022,OCTOBER,T3,T3101422067,Muscle_Tissue,MTS,0.876,14.47,12.65,49.52,-21.58,3.422252937
OCT_2022,2022,OCTOBER,T3,T3101422068,Muscle_Tissue,MTS,1.004,13.05,12.18,44.08,-21.47,3.377777778
OCT_2022,2022,OCTOBER,T3,T3101422090,Muscle_Tissue,MTS,1.115,13.77,12.29,47.32,-21.78,3.436456064
OCT_2022,2022,OCTOBER,T3,T3101422086,Muscle_Tissue,MTS,1.024,14.18,13.45,46.24,-22.14,3.260930889
OCT_2022,2022,OCTOBER,T3,T3101422097,Muscle_Tissue,MTS,0.942,14.05,12.59,46.79,-21.13,3.33024911
OCT_2022,2022,OCTOBER,T3,T3101422070,Muscle_Tissue,MTS,0.943,14.07,12.51,46.8,-21.84,3.326226013
OCT_2022,2022,OCTOBER,T3,T3101422096,Muscle_Tissue,MTS,1.04,13.21,12.88,44.38,-22.18,3.359576079
OCT_2022,2022,OCTOBER,T3,T3101422092,Muscle_Tissue,MTS,1.01,13.11,12.79,44.33,-21.44,3.381388253
OCT_2022,2022,OCTOBER,T3,T3101422091,Muscle_Tissue,MTS,0.913,14.11,12.82,47.39,-21.45,3.358610914
OCT_2022,2022,OCTOBER,T3,T3101422095,Muscle_Tissue,MTS,1.089,13.84,12.97,46.53,-21.1,3.36199422
OCT_2022,2022,OCTOBER,T3,T3101422088,Muscle_Tissue,MTS,0.935,13.86,13.76,46.07,-22.72,3.323953824
OCT_2022,2022,OCTOBER,T3,T3101422071,Muscle_Tissue,MTS,0.947,13.82,12.86,45.87,-22.04,3.31910275
OCT_2022,2022,OCTOBER,T3,T3101422093,Muscle_Tissue,MTS,0.851,13.68,12.3,46.02,-21.64,3.364035088
MAY_2022,2022,MAY,T2,FRY_T2052722001,Fry,,0.924,11.45,11.33,44.64,-21.39,3.898689956
MAY_2022,2022,MAY,T2,FRY_T2052722002,Fry,,0.935,11,10.4,43.54,-20.93,3.958181818
MAY_2022,2022,MAY,T2,FRY_T2052722003,Fry,,1.046,11.38,12.83,46.15,-24.5,4.055360281
MAY_2022,2022,MAY,T2,FRY_T2052722004,Fry,,1.012,11.72,9.78,44.66,-20.82,3.810580205
MAY_2022,2022,MAY,T2,FRY_T2052722005,Fry,,0.991,11.5,10.76,44.34,-20.42,3.855652174
MAY_2022,2022,MAY,T3,FRY_T3052722001,Fry,,0.948,11.52,13.58,46.63,-22.91,4.047743056
MAY_2022,2022,MAY,T3,FRY_T3052722002,Fry,,0.914,11.41,10.14,47.31,-21.92,4.14636284
MAY_2022,2022,MAY,T3,FRY_T3052722003,Fry,,1.135,11.32,10.16,47.45,-21.84,4.191696113
MAY_2022,2022,MAY,T3,FRY_T3052722004,Fry,,0.952,11.62,10.25,48.26,-21.89,4.153184165
MAY_2022,2022,MAY,T3,FRY_T3052722005,Fry,,1.114,11.63,10.18,47.19,-21.87,4.05760963
MAY_2022,2022,MAY,T3,FRY_T3052722143,Fry,,1.047,12.49,12.69,46.47,-22.66,3.720576461
MAY_2022,2022,MAY,T2,BMI_T2052622001,Macroinvert,,0.979,10.13,10.48,41.51,-24.48,4.097729516
MAY_2022,2022,MAY,T2,BMI_T2052622002,Macroinvert,,1.085,9.1,10.66,45.35,-24.49,4.983516484
MAY_2022,2022,MAY,T2,BMI_T2052622003,Macroinvert,,1.012,8.53,9.39,44.19,-23.98,5.180539273
MAY_2022,2022,MAY,T2,BMI_T2052622004,Macroinvert,,0.971,6.71,9.73,44.14,-22.27,6.578241431
MAY_2022,2022,MAY,T2,BMI_T2052622005,Macroinvert,,0.95,9.26,10.44,47.8,-25.64,5.161987041
MAY_2022,2022,MAY,T2,BMI_T2052622006,Macroinvert,,0.933,6.87,9.93,45.2,-28.48,6.579330422
MAY_2022,2022,MAY,T2,BMI_T2052622007,Macroinvert,,0.952,9.34,10.1,48.26,-27.89,5.167023555
MAY_2022,2022,MAY,T2,BMI_T2052622008,Macroinvert,,1.034,9.03,9.56,45.74,-27.99,5.065337763
MAY_2022,2022,MAY,T2,BMI_T2052622009,Macroinvert,,0.905,10.02,10.2,46.29,-27.79,4.619760479
MAY_2022,2022,MAY,T2,BMI_T2052622010,Macroinvert,,1.106,7.3,9.92,46.92,-27.8,6.42739726
MAY_2022,2022,MAY,T2,BMI_T2052622011,Macroinvert,,1.07,8.83,10.29,47.53,-24.64,5.382785957
MAY_2022,2022,MAY,T2,BMI_T2052622012,Macroinvert,,1.074,9.02,10.52,49.22,-25.12,5.456762749
MAY_2022,2022,MAY,T2,BMI_T2052622013,Macroinvert,,0.936,9.86,9.7,49.81,-24.07,5.051724138
MAY_2022,2022,MAY,T2,BMI_T2052622014,Macroinvert,,1.072,7.46,9.88,48.3,-25.08,6.474530831
MAY_2022,2022,MAY,T2,BMI_T2052622015,Macroinvert,,0.981,8.72,10.18,43.2,-24.85,4.95412844
MAY_2022,2022,MAY,T2,BMI_T2052622016,Macroinvert,,0.935,6.75,11.05,50.68,-25.87,7.508148148
MAY_2022,2022,MAY,T2,BMI_T2052622017,Macroinvert,,1.163,8.9,11.4,50.44,-24.99,5.66741573
MAY_2022,2022,MAY,T2,BMI_T2052622018,Macroinvert,,0.979,8.83,11.43,48.71,-24.87,5.516421291
MAY_2022,2022,MAY,T2,BMI_T2052622019,Macroinvert,,1.061,7.91,11.15,44.69,-24.57,5.649810367
MAY_2022,2022,MAY,T2,BMI_T2052622020,Macroinvert,,1.203,7.48,10.97,49.84,-25.35,6.663101604
MAY_2022,2022,MAY,T2,BMI_T2052622021,Macroinvert,,1.161,9.37,9.98,40.47,-24.67,4.319103522
MAY_2022,2022,MAY,T2,BMI_T2052622022,Macroinvert,,1.032,10.1,10.58,52.18,-26.08,5.166336634
MAY_2022,2022,MAY,T2,BMI_T2052622023,Macroinvert,,1.044,10.71,10.86,52.8,-25.26,4.929971989
MAY_2022,2022,MAY,T2,BMI_T2052622024,Macroinvert,,1.028,11.17,9.92,45.04,-24.26,4.032229185
MAY_2022,2022,MAY,T2,BMI_T2052622025,Macroinvert,,0.929,10.83,9.94,46.8,-25.47,4.32132964
MAY_2022,2022,MAY,T2,BMI_T2052622026,Macroinvert,,0.974,10.07,6.95,56.6,-22.9,5.620655412
MAY_2022,2022,MAY,T2,BMI_T2052622027,Macroinvert,,0.945,9.13,8.72,54.62,-23.65,5.982475356
MAY_2022,2022,MAY,T2,BMI_T2052622028,Macroinvert,,0.901,8.07,6.9,55.17,-21.33,6.836431227
MAY_2022,2022,MAY,T2,BMI_T2052622029,Macroinvert,,0.992,7.12,7.1,49.13,-19.5,6.900280899
MAY_2022,2022,MAY,T2,BMI_T2052622030,Macroinvert,,0.935,8.76,8.15,54.73,-18.26,6.247716895
MAY_2022,2022,MAY,T2,BMI_T2052622031,Macroinvert,,0.94,9.09,11.24,50.88,-25.06,5.597359736
MAY_2022,2022,MAY,T2,BMI_T2052622032,Macroinvert,,0.878,10.53,10.57,47.04,-24.43,4.467236467
MAY_2022,2022,MAY,T2,BMI_T2052622033,Macroinvert,,0.971,10.16,11.15,49.27,-25.11,4.849409449
MAY_2022,2022,MAY,T2,BMI_T2052622034,Macroinvert,,0.95,9.78,9.46,47.28,-24.57,4.834355828
MAY_2022,2022,MAY,T2,BMI_T2052622035,Macroinvert,,0.943,9.09,10.51,50.74,-25.19,5.581958196
MAY_2022,2022,MAY,T2,BMI_T2052622036,Macroinvert,,0.967,8.45,9.96,54.9,-25.75,6.49704142
MAY_2022,2022,MAY,T2,BMI_T2052622037,Macroinvert,,0.972,9,9.89,44.75,-25.11,4.972222222
MAY_2022,2022,MAY,T2,BMI_T2052622038,Macroinvert,,0.948,9.09,9.9,46.12,-26.75,5.073707371
MAY_2022,2022,MAY,T2,BMI_T2052622039,Macroinvert,,1.15,9.82,9.97,52.1,-25.17,5.305498982
MAY_2022,2022,MAY,T2,BMI_T2052622040,Macroinvert,,1.104,9.42,10.22,44.72,-25.15,4.747346072
MAY_2022,2022,MAY,T2,BMI_T2052622041,Macroinvert,,0.916,9.03,11.34,50.89,-24.81,5.635658915
MAY_2022,2022,MAY,T2,BMI_T2052622042,Macroinvert,,0.947,9.71,11.76,49,-27.22,5.046343975
MAY_2022,2022,MAY,T2,BMI_T2052622043,Macroinvert,,1.048,9.78,11.61,57.39,-25.36,5.86809816
MAY_2022,2022,MAY,T2,BMI_T2052622044,Macroinvert,,0.878,8.02,9.79,52.14,-24.14,6.501246883
MAY_2022,2022,MAY,T2,BMI_T2052622045,Macroinvert,,1.118,9.69,11.41,50.45,-25.67,5.206398349
MAY_2022,2022,MAY,T2,BMI_T2052622047,Macroinvert,,1.039,9.94,10.64,49.36,-21.83,4.965794769
MAY_2022,2022,MAY,T2,BMI_T2052622048,Macroinvert,,0.9,10.54,10.63,49.17,-25.3,4.665085389
MAY_2022,2022,MAY,T2,BMI_T2052622049,Macroinvert,,0.918,9.96,10.9,48.56,-22.19,4.875502008
MAY_2022,2022,MAY,T2,BMI_T2052622050,Macroinvert,,0.792,10.02,10.69,48.58,-22.1,4.848303393
MAY_2022,2022,MAY,T2,BMI_T2052622051,Macroinvert,,1.149,10.48,10.66,50.61,-21.49,4.829198473
MAY_2022,2022,MAY,T2,BMI_T2052622052,Macroinvert,,1.089,10.1,10.93,43.57,-25.29,4.313861386
MAY_2022,2022,MAY,T2,BMI_T2052622053,Macroinvert,,0.93,10.31,10.98,39.75,-24.62,3.855480116
MAY_2022,2022,MAY,T2,BMI_T2052622054,Macroinvert,,1.008,9.57,10.8,40.6,-25.38,4.242424242
MAY_2022,2022,MAY,T2,BMI_T2052622055,Macroinvert,,1.001,8.85,10.89,39.51,-25.37,4.46440678
MAY_2022,2022,MAY,T2,BMI_T2052622056,Macroinvert,,1.186,10.31,10.9,44.02,-25.14,4.269641125
MAY_2022,2022,MAY,T2,BMI_T2052622057,Macroinvert,,1.159,6.98,7.23,48.84,-22.57,6.99713467
MAY_2022,2022,MAY,T2,BMI_T2052622058,Macroinvert,,1.052,8.47,8.37,39.15,-20.75,4.622195986
MAY_2022,2022,MAY,T2,BMI_T2052622059,Macroinvert,,1.026,8.78,8.24,39,-20.8,4.44191344
MAY_2022,2022,MAY,T2,BMI_T2052622060,Macroinvert,,0.903,9.09,8.44,41.5,-20.41,4.565456546
MAY_2022,2022,MAY,T2,BMI_T2052622061,Macroinvert,,0.831,9.99,4.42,47.27,-28.26,4.731731732
MAY_2022,2022,MAY,T2,BMI_T2052622062,Macroinvert,,0.99,10.73,4.47,50.57,-26.94,4.712954334
MAY_2022,2022,MAY,T2,BMI_T2052622063,Macroinvert,,1.042,12.16,9.57,47.69,-24.29,3.921875
MAY_2022,2022,MAY,T2,BMI_T2052622064,Macroinvert,,1.121,10.15,10.72,49.79,-27.48,4.905418719
MAY_2022,2022,MAY,T2,BMI_T2052622065,Macroinvert,,0.911,10.48,9.94,49.95,-26.92,4.766221374
AUG_2022,2022,AUGUST,T2,FRY_T2080422091,Fry,,1.059,11.3,14.45,43.53,-22.08,3.852212389
AUG_2022,2022,AUGUST,T2,FRY_T2080422104,Fry,,0.975,12.1,12.5,43.77,-21.06,3.617355372
AUG_2022,2022,AUGUST,T2,FRY_T2080422120,Fry,,1.14,10.23,12.35,42.48,-20.22,4.152492669
AUG_2022,2022,AUGUST,T2,FRY_T2080422121,Fry,,0.949,10.04,12.46,40.47,-20.92,4.030876494
AUG_2022,2022,AUGUST,T2,FRY_T2080422122,Fry,,1.029,13.19,12.77,52.36,-22.25,3.969673995
AUG_2022,2022,AUGUST,T3,FRY_T3080522136,Fry,,1.075,12.46,12.42,47.81,-21.69,3.837078652
AUG_2022,2022,AUGUST,T3,FRY_T3080522138,Fry,,1.018,12.21,12.92,44.98,-21.29,3.683865684
AUG_2022,2022,AUGUST,T3,FRY_T3080522139,Fry,,1.12,12.18,12.46,43.58,-20.54,3.577996716
AUG_2022,2022,AUGUST,T3,FRY_T3080522145,Fry,,0.984,11.06,12.7,41.11,-20.77,3.716998192
AUG_2022,2022,AUGUST,T3,FRY_T3080522147,Fry,,0.956,12.44,12.69,46.35,-21.11,3.725884244
AUG_2022,2022,AUGUST,T3,FRY_T3080522289,Fry,,1.142,12.86,12.25,44.28,-23.04,3.443234837
AUG_2022,2022,AUGUST,T2,BMI_T2080422001,Macroinvert,,0.891,9.76,10.98,49.52,-22.26,5.073770492
AUG_2022,2022,AUGUST,T2,BMI_T2080422002,Macroinvert,,1.099,9.29,11.29,52.7,-22.03,5.672766416
AUG_2022,2022,AUGUST,T2,BMI_T2080422003,Macroinvert,,0.83,8.75,11.1,50.08,-22.27,5.723428571
AUG_2022,2022,AUGUST,T2,BMI_T2080422004,Macroinvert,,0.998,9.5,11.32,51.48,-21.66,5.418947368
AUG_2022,2022,AUGUST,T2,BMI_T2080422005,Macroinvert,,0.859,11.3,10.49,49.02,-22.6,4.338053097
AUG_2022,2022,AUGUST,T2,BMI_T2080422020,Macroinvert,,0.902,8.61,10.92,54.61,-22.61,6.342624855
AUG_2022,2022,AUGUST,T2,BMI_T2080422021,Macroinvert,,1.128,8.9,10.38,51.62,-22.55,5.8
AUG_2022,2022,AUGUST,T2,BMI_T2080422022,Macroinvert,,0.936,8.67,10.57,53.47,-22.43,6.167243368
AUG_2022,2022,AUGUST,T2,BMI_T2080422023,Macroinvert,,0.927,8.6,10.85,50.8,-21.65,5.906976744
