Occasion,Year,Month,Location,Sample_ID,Sample_type,Species,Weight (mg),N,d15N,C,d13C,CN
OCT_2023,2023,OCTOBER,T2,T2_1023_GLO_2,Macroinvert,Glossosomatidae,1.021,8.80,6.32,50.91,-21.38,5.786718858
OCT_2023,2023,OCTOBER,T2,T2_1023_GLO_3,Macroinvert,Glossosomatidae,0.946,7.90,6.39,49.29,-22.38,6.237215539
OCT_2023,2023,OCTOBER,T2,T2_1023_GLO_4,Macroinvert,Glossosomatidae,0.851,8.08,6.10,46.02,-20.91,5.693211821
OCT_2023,2023,OCTOBER,T2,T2_1023_GLO_5,Macroinvert,Glossosomatidae,0.971,8.28,6.58,50.00,-20.44,6.041717589
OCT_2023,2023,OCTOBER,T2,T2_1023_HDO_1,Macroinvert,Hydropsychidae,0.943,10.54,8.98,42.75,-23.96,4.056684253
OCT_2023,2023,OCTOBER,T2,T2_1023_HDO_2,Macroinvert,Hydropsychidae,0.991,10.04,9.05,45.58,-24.34,4.538410996
OCT_2023,2023,OCTOBER,T2,T2_1023_HDO_3,Macroinvert,Hydropsychidae,0.94,9.94,9.19,43.41,-24.25,4.367993791
OCT_2023,2023,OCTOBER,T2,T2_1023_HDO_4,Macroinvert,Hydropsychidae,1.187,9.76,8.84,43.18,-24.57,4.421908587
OCT_2023,2023,OCTOBER,T2,T2_1023_HDO_5,Macroinvert,Hydropsychidae,1.163,9.00,11.78,40.93,-24.83,4.549349142
OCT_2023,2023,OCTOBER,T2,T2_1023_RHY_1,Macroinvert,Rhyacophilidae,1.048,9.19,9.20,50.46,-24.76,5.491885912
OCT_2023,2023,OCTOBER,T2,T2_1023_CHI_1,Macroinvert,Chironomidae,0.963,9.37,7.55,48.09,-21.50,5.131623797
OCT_2023,2023,OCTOBER,T2,T2_1023_CHI_2,Macroinvert,Chironomidae,1.005,8.81,6.76,49.67,-22.71,5.640618314
OCT_2023,2023,OCTOBER,T2,T2_1023_SIM_1,Macroinvert,Simuliidae,0.895,10.31,9.90,44.92,-28.34,4.358565289
OCT_2023,2023,OCTOBER,T2,T2_1023_SIM_2,Macroinvert,Simuliidae,1.066,10.46,10.71,40.35,-28.61,3.857302492
OCT_2023,2023,OCTOBER,T2,T2_1023_SIM_3,Macroinvert,Simuliidae,1.009,9.76,10.16,42.40,-28.40,4.345432134
OCT_2023,2023,OCTOBER,T2,T2_1023_SIM_4,Macroinvert,Simuliidae,1.01,9.77,10.17,38.06,-28.60,3.896276963
OCT_2023,2023,OCTOBER,C1.5,C1.51023081,Muscle_Tissue,BNT,0.985,13.20,10.94,42.10,-24.15,3.189223665
OCT_2023,2023,OCTOBER,C1.5,C1.51023006,Muscle_Tissue,BNT,0.969,13.26,11.67,42.89,-23.69,3.234959806
OCT_2023,2023,OCTOBER,C1.5,C1.51023004,Muscle_Tissue,BNT,0.914,13.38,10.50,43.74,-25.42,3.268129979
OCT_2023,2023,OCTOBER,C1.5,C1.51023083,Muscle_Tissue,BNT,0.712,12.64,11.57,42.34,-24.22,3.349296219
OCT_2023,2023,OCTOBER,C1.5,C1.51023161,Muscle_Tissue,MTS,0.957,13.16,12.20,43.04,-22.47,3.269930262
OCT_2023,2023,OCTOBER,C1.5,C1.51023110,Muscle_Tissue,BNT,1.001,13.38,12.05,42.94,-23.82,3.208555739
OCT_2023,2023,OCTOBER,C1.5,C1.51023027,Muscle_Tissue,MTS,0.948,12.66,13.01,42.94,-23.48,3.392709114
OCT_2023,2023,OCTOBER,C1.5,C1.51023162,Muscle_Tissue,MTS,0.845,13.77,13.13,46.47,-23.20,3.374085709
OCT_2023,2023,OCTOBER,C1.5,C1.51023109,Muscle_Tissue,BNT,0.881,14.22,12.33,45.60,-23.88,3.206842689
OCT_2023,2023,OCTOBER,C1.5,C1.51023206,Muscle_Tissue,BNT,0.94,13.19,12.05,41.77,-23.20,3.167634707
OCT_2023,2023,OCTOBER,C1.5,C1.51023044,Muscle_Tissue,BNT,1.095,11.77,11.60,41.08,-24.32,3.488638779
OCT_2023,2023,OCTOBER,C1.5,C1.51023175,Muscle_Tissue,BNT,0.929,12.66,12.27,42.07,-23.85,3.32214864
OCT_2023,2023,OCTOBER,C1.5,C1.51023117,Muscle_Tissue,BNT,0.953,13.42,12.81,43.48,-23.72,3.239933416
OCT_2023,2023,OCTOBER,C1.5,C1.51023208,Muscle_Tissue,BNT,1.009,13.27,12.89,43.76,-23.62,3.29753307
OCT_2023,2023,OCTOBER,C1.5,C1.51023217,Muscle_Tissue,MTS,0.864,13.40,12.79,45.11,-23.16,3.365710109
OCT_2023,2023,OCTOBER,C1.5,C1.51023218,Muscle_Tissue,MTS,0.948,13.61,12.56,44.69,-22.44,3.282856747
OCT_2023,2023,OCTOBER,C1.5,C1.51023216,Muscle_Tissue,MTS,0.964,13.15,12.53,47.72,-22.44,3.628379894
OCT_2023,2023,OCTOBER,C1.5,C1.51023108,Muscle_Tissue,BNT,0.888,13.99,12.51,44.97,-24.47,3.21324267
OCT_2023,2023,OCTOBER,C1.5,C1.51023105,Muscle_Tissue,BNT,0.907,12.63,13.13,47.48,-24.61,3.759951796
OCT_2023,2023,OCTOBER,C1.5,C1.51023007,Muscle_Tissue,BNT,0.93,12.49,11.82,42.99,-24.15,3.441008717
OCT_2023,2023,OCTOBER,C1.5,C1.51023082,Muscle_Tissue,BNT,0.945,13.21,10.73,44.06,-24.91,3.335064352
OCT_2023,2023,OCTOBER,C1.5,C1.51023205,Muscle_Tissue,BNT,0.905,13.97,12.23,46.19,-23.92,3.305986586
OCT_2023,2023,OCTOBER,C1.5,C1.51023028,Muscle_Tissue,BNT,0.868,13.29,12.04,45.34,-24.24,3.411088089
OCT_2023,2023,OCTOBER,C1.5,C1.51023035,Muscle_Tissue,BNT,1.179,13.68,11.59,44.34,-24.22,3.240440387
OCT_2023,2023,OCTOBER,C1.5,C1.51023215,Muscle_Tissue,MTS,0.873,14.09,13.64,45.49,-22.66,3.227801641
OCT_2023,2023,OCTOBER,C1.5,C1.51023107,Muscle_Tissue,BNT,0.98,13.60,13.27,42.81,-23.45,3.148240371
OCT_2023,2023,OCTOBER,C1.5,C1.51023118,Muscle_Tissue,BNT,0.897,13.51,12.28,43.42,-22.42,3.212728596
OCT_2023,2023,OCTOBER,T3,T31023113,Muscle_Tissue,BNT,0.894,13.15,11.79,44.30,-22.32,3.370049044
OCT_2023,2023,OCTOBER,T3,T31023003,Muscle_Tissue,MTS,1.026,12.30,12.45,41.99,-21.92,3.413580131
OCT_2023,2023,OCTOBER,T3,T31023006,Muscle_Tissue,BNT,0.954,12.59,11.17,43.20,-22.68,3.431847414
OCT_2023,2023,OCTOBER,T3,T31023069,Muscle_Tissue,BNT,1.006,13.36,11.07,43.46,-22.75,3.254186117
OCT_2023,2023,OCTOBER,T3,T31023051,Muscle_Tissue,BNT,0.97,13.59,11.32,44.26,-22.98,3.255875816
OCT_2023,2023,OCTOBER,T3,T31023112,Muscle_Tissue,BNT,1.01,12.69,12.34,40.86,-22.21,3.221259537
OCT_2023,2023,OCTOBER,T3,T31023016,Muscle_Tissue,BNT,1.089,13.70,11.36,44.76,-22.62,3.267978087
OCT_2023,2023,OCTOBER,T3,T31023119,Muscle_Tissue,MTS,0.956,13.86,12.25,47.17,-22.41,3.402607349
OCT_2023,2023,OCTOBER,T3,T31023060,Muscle_Tissue,BNT,0.945,13.84,11.29,46.35,-22.62,3.348223648
OCT_2023,2023,OCTOBER,T3,T31023114,Muscle_Tissue,BNT,0.957,14.07,12.10,44.19,-24.25,3.140505399
OCT_2023,2023,OCTOBER,T3,T31023116,Muscle_Tissue,MTS,1.044,13.25,12.76,44.23,-22.32,3.338814911
OCT_2023,2023,OCTOBER,T3,T31023092,Muscle_Tissue,MTS,0.958,13.33,12.73,45.28,-22.51,3.398224238
OCT_2023,2023,OCTOBER,T3,T31023002,Muscle_Tissue,MTS,0.964,12.63,13.19,48.75,-23.20,3.858387767
OCT_2023,2023,OCTOBER,T3,T31023013,Muscle_Tissue,BNT,0.971,13.65,11.40,44.12,-22.61,3.232891757
OCT_2023,2023,OCTOBER,T3,T31023066,Muscle_Tissue,BNT,1.08,13.63,11.35,44.59,-22.62,3.271539961
OCT_2023,2023,OCTOBER,T3,T31023058,Muscle_Tissue,BNT,1.079,13.56,11.10,44.82,-22.56,3.30442015
OCT_2023,2023,OCTOBER,T3,T31023115,Muscle_Tissue,BNT,1.135,13.77,12.02,43.81,-22.72,3.180784754
OCT_2023,2023,OCTOBER,T3,T31023110,Muscle_Tissue,BNT,0.92,13.67,11.42,45.98,-23.61,3.362546976
OCT_2023,2023,OCTOBER,T3,T31023015,Muscle_Tissue,BNT,0.971,13.82,10.89,46.82,-23.69,3.387515247
OCT_2023,2023,OCTOBER,T3,T31023117,Muscle_Tissue,MTS,0.975,13.91,11.82,46.56,-22.06,3.346555638
OCT_2023,2023,OCTOBER,T3,T31023120,Muscle_Tissue,MTS,0.893,13.30,12.79,44.85,-22.68,3.3732093
OCT_2023,2023,OCTOBER,T3,T31023118,Muscle_Tissue,MTS,0.888,13.63,12.50,47.74,-22.77,3.502529602
OCT_2023,2023,OCTOBER,T3,T31023091,Muscle_Tissue,MTS,0.955,12.67,12.81,47.05,-21.92,3.714100011
OCT_2023,2023,OCTOBER,C2,C21023159,Muscle_Tissue,MTS,0.955,13.72,13.86,44.76,-22.04,3.262645933
OCT_2023,2023,OCTOBER,C2,C21023054,Muscle_Tissue,BNT,1.174,13.05,11.17,43.28,-25.19,3.315995836
OCT_2023,2023,OCTOBER,C2,C21023060,Muscle_Tissue,BNT,1.008,13.40,11.64,44.26,-25.36,3.303036676
OCT_2023,2023,OCTOBER,C2,C21023149,Muscle_Tissue,BNT,1.257,13.44,11.65,44.37,-25.39,3.300373132
OCT_2023,2023,OCTOBER,C2,C21023129,Muscle_Tissue,BNT,1.069,14.04,11.11,44.55,-27.21,3.173249545
OCT_2023,2023,OCTOBER,C2,C21023078,Muscle_Tissue,BNT,0.95,13.87,11.47,43.89,-24.13,3.163821798
OCT_2023,2023,OCTOBER,C2,C21023160,Muscle_Tissue,MTS,1.164,13.05,12.38,44.03,-24.61,3.373578225
OCT_2023,2023,OCTOBER,C2,C21023161,Muscle_Tissue,MTS,1.039,11.78,11.96,46.53,-25.48,3.949296997
OCT_2023,2023,OCTOBER,C2,C21023150,Muscle_Tissue,BNT,1.035,13.14,12.88,44.98,-23.91,3.42473067
OCT_2023,2023,OCTOBER,C2,C21023164,Muscle_Tissue,MTS,1.137,14.01,12.54,45.52,-22.45,3.24970649
OCT_2023,2023,OCTOBER,C2,C21023008,Muscle_Tissue,BNT,0.98,13.82,11.67,43.39,-24.70,3.140305274
OCT_2023,2023,OCTOBER,C2,C21023053,Muscle_Tissue,MTS,0.918,13.40,12.37,44.42,-22.49,3.315709558
OCT_2023,2023,OCTOBER,C2,C21023162,Muscle_Tissue,MTS,0.876,30.73,9.14,104.66,-21.49,3.406371742
OCT_2023,2023,OCTOBER,C2,C21023027,Muscle_Tissue,BNT,0.958,13.87,11.46,43.81,-23.96,3.158390258
OCT_2023,2023,OCTOBER,C2,C21023163,Muscle_Tissue,MTS,0.949,13.01,12.57,43.04,-22.93,3.309284911
OCT_2023,2023,OCTOBER,C2,C21023102,Muscle_Tissue,BNT,0.925,13.65,11.17,44.48,-24.92,3.258210634
OCT_2023,2023,OCTOBER,C2,C21023026,Muscle_Tissue,BNT,0.867,13.47,11.08,42.55,-25.25,3.159515125
OCT_2023,2023,OCTOBER,C2,C21023031,Muscle_Tissue,BNT,0.894,13.30,11.57,42.94,-24.04,3.228058641
OCT_2023,2023,OCTOBER,C2,C21023029,Muscle_Tissue,BNT,0.985,13.68,11.37,44.22,-24.13,3.232306703
OCT_2023,2023,OCTOBER,C2,C21023050,Muscle_Tissue,BNT,1.014,13.75,12.19,43.59,-24.82,3.170680983
OCT_2023,2023,OCTOBER,C2,C21023167,Muscle_Tissue,MTS,0.892,13.63,12.83,44.30,-22.52,3.251660081
OCT_2023,2023,OCTOBER,C2,C21023092,Muscle_Tissue,MTS,1.073,13.44,12.93,45.16,-23.93,3.359936512
OCT_2023,2023,OCTOBER,C2,C21023030,Muscle_Tissue,BNT,1.086,14.30,11.90,45.70,-24.10,3.195377933
OCT_2023,2023,OCTOBER,T2,T21023162,Muscle_Tissue,MTS,0.959,13.19,12.26,43.33,-22.29,3.284797833
OCT_2023,2023,OCTOBER,T2,T21023158,Muscle_Tissue,MTS,1.041,13.50,13.35,45.58,-22.25,3.375320424
OCT_2023,2023,OCTOBER,T2,T21023157,Muscle_Tissue,MTS,1.024,13.51,12.93,44.66,-22.51,3.30634615
OCT_2023,2023,OCTOBER,T2,T21023140,Muscle_Tissue,BNT,1.113,15.28,12.64,49.28,-23.32,3.225256149
OCT_2023,2023,OCTOBER,T2,T21023112,Muscle_Tissue,BNT,1.034,13.44,10.82,42.97,-22.74,3.198169086
OCT_2023,2023,OCTOBER,T2,T21023038,Muscle_Tissue,MTS,1.105,11.91,13.14,47.24,-22.63,3.965547935
OCT_2023,2023,OCTOBER,T2,T21023155,Muscle_Tissue,MTS,0.908,13.26,12.47,45.85,-22.42,3.458910884
OCT_2023,2023,OCTOBER,T2,T21023120,Muscle_Tissue,BNT,0.903,13.90,11.46,44.50,-23.35,3.202011315
OCT_2023,2023,OCTOBER,T2,T21023154,Muscle_Tissue,MTS,0.932,13.83,13.09,45.43,-21.57,3.285240117
OCT_2023,2023,OCTOBER,T2,T21023076,Muscle_Tissue,BNT,0.911,12.96,11.18,43.83,-23.94,3.382365447
OCT_2023,2023,OCTOBER,T2,T21023143,Muscle_Tissue,BNT,0.941,13.98,11.12,45.07,-24.00,3.224303797
OCT_2023,2023,OCTOBER,T2,T21023159,Muscle_Tissue,MTS,0.918,13.04,13.47,43.39,-20.86,3.327867074
OCT_2023,2023,OCTOBER,T2,T21023161,Muscle_Tissue,MTS,1.061,13.43,12.55,44.17,-22.30,3.288538111
OCT_2023,2023,OCTOBER,T2,T21023129,Muscle_Tissue,BNT,0.915,13.53,13.08,44.95,-21.47,3.32165309
OCT_2023,2023,OCTOBER,T2,T21023004,Muscle_Tissue,BNT,0.981,25.40,12.22,83.09,-23.23,3.271493834
OCT_2023,2023,OCTOBER,T2,T21023153,Muscle_Tissue,MTS,1.015,13.52,12.10,44.56,-22.20,3.295578528
OCT_2023,2023,OCTOBER,T2,T21023160,Muscle_Tissue,MTS,0.961,15.01,6.32,50.61,-20.17,3.372315998
OCT_2023,2023,OCTOBER,T2,T21023072,Muscle_Tissue,BNT,0.932,28.09,13.23,93.67,-21.91,3.334135534
OCT_2023,2023,OCTOBER,T2,T21023037,Muscle_Tissue,MTS,0.999,13.82,13.56,44.73,-21.29,3.23579202
OCT_2023,2023,OCTOBER,T2,T21023128,Muscle_Tissue,BNT,1.024,13.46,11.55,44.66,-23.49,3.317646213
OCT_2023,2023,OCTOBER,T2,T21023029,Muscle_Tissue,BNT,0.983,13.56,11.47,42.42,-22.76,3.127859026
OCT_2023,2023,OCTOBER,T2,T21023193,Muscle_Tissue,MTS,0.98,13.55,13.06,43.94,-21.35,3.242430753
OCT_2023,2023,OCTOBER,T2,T21023003,Muscle_Tissue,BNT,0.817,13.55,10.96,43.13,-21.74,3.184024218
OCT_2023,2023,OCTOBER,T2,T21023125,Muscle_Tissue,BNT,1.071,14.03,11.52,44.62,-23.11,3.181139774
OCT_2023,2023,OCTOBER,T2,T21023194,Muscle_Tissue,MTS,0.946,13.27,12.73,43.13,-21.24,3.250280385
OCT_2023,2023,OCTOBER,T2,T21023022,Muscle_Tissue,BNT,0.955,14.37,12.45,45.37,-22.55,3.156024447
OCT_2023,2023,OCTOBER,T2,T21023071,Muscle_Tissue,BNT,1.08,13.47,11.25,42.55,-22.85,3.158683242
OCT_2023,2023,OCTOBER,T2,T21023192,Muscle_Tissue,MTS,0.953,13.75,13.34,44.37,-20.94,3.227303991
OCT_2023,2023,OCTOBER,T2,T21023095,Muscle_Tissue,BNT,0.926,13.93,11.75,45.37,-23.36,3.256986058
OCT_2023,2023,OCTOBER,T2,T21023111,Muscle_Tissue,BNT,1.177,14.06,12.22,45.18,-23.54,3.212275587
OCT_2023,2023,OCTOBER,T2,T21023035,Muscle_Tissue,MTS,1.025,13.52,13.30,43.78,-21.00,3.238930553
OCT_2023,2023,OCTOBER,C1.5,C1.51023008,Muscle_Tissue,BNT,0.741,12.37,11.27,43.90,-24.35,3.547890301
OCT_2023,2023,OCTOBER,C1.5,C1.51023003,Muscle_Tissue,BNT,0.931,11.51,9.98,41.86,-24.79,3.636744673
OCT_2023,2023,OCTOBER,C1.5,C1.51023012,Muscle_Tissue,BNT,0.905,12.11,11.71,42.09,-24.64,3.475846251
OCT_2023,2023,OCTOBER,C1.5,C1.51023013,Muscle_Tissue,BNT,1.074,10.89,10.15,44.69,-25.76,4.102036241
OCT_2023,2023,OCTOBER,C1.5,C1.51023002,Muscle_Tissue,BNT,0.769,12.09,10.57,41.90,-24.21,3.465641873
OCT_2023,2023,OCTOBER,C1.5,C1.51023001,Muscle_Tissue,BNT,0.955,10.49,10.11,43.19,-26.51,4.116375554
OCT_2023,2023,OCTOBER,C1.5,C1.5_1023_CHI_1,Macroinvert,Chironomidae,1.15,9.44,6.99,50.03,-23.87,5.298650219
OCT_2023,2023,OCTOBER,C2,C21023828,Muscle_Tissue,BNT,1.178,13.97,10.48,44.56,-25.87,3.190985198
OCT_2023,2023,OCTOBER,C2,C21023061,Muscle_Tissue,BNT,0.884,13.78,11.85,44.33,-24.13,3.21753529
OCT_2023,2023,OCTOBER,C2,C21023Fry3,Fry,,0.975,12.26,11.18,42.57,-24.59,3.472019725
OCT_2023,2023,OCTOBER,C2,C21023Fry4,Fry,,1.011,11.43,11.37,45.01,-24.90,3.936625434
OCT_2023,2023,OCTOBER,C2,C21023Fry5,Fry,,1.036,12.61,11.47,43.83,-24.37,3.475390183
OCT_2023,2023,OCTOBER,C2,C21023Fry6,Fry,,1.012,12.09,11.05,42.62,-24.53,3.524871842
OCT_2023,2023,OCTOBER,T3,T31023Fry1,Fry,,0.898,11.41,11.17,44.99,-22.82,3.943648376
OCT_2023,2023,OCTOBER,T3,T31023Fry2A,Fry,,0.958,12.31,10.99,44.60,-23.91,3.623869066
OCT_2023,2023,OCTOBER,T3,T31023Fry2B,Fry,,1.152,12.44,11.40,43.64,-24.67,3.507867664
OCT_2023,2023,OCTOBER,T3,T31023Fry3,Fry,,0.981,11.55,10.54,43.60,-24.29,3.775884036
OCT_2023,2023,OCTOBER,T3,T31023Fry4,Fry,,0.956,10.60,10.86,44.44,-23.03,4.192868613
OCT_2023,2023,OCTOBER,T3,T31023Fry5,Fry,,0.939,11.97,10.76,45.43,-23.04,3.796369281
MAY_2024,2024,MAY,C1.5,C1.5051624002,Muscle_Tissue,BNT,0.895,13.55,13.20,43.97,-24.23,3.245425002
MAY_2024,2024,MAY,C1.5,C1.5051624003,Muscle_Tissue,BNT,0.958,14.19,13.36,45.99,-23.59,3.241800365
MAY_2024,2024,MAY,C1.5,C1.5051624004,Muscle_Tissue,BNT,1.193,13.73,13.68,44.51,-23.71,3.240800564
MAY_2024,2024,MAY,C1.5,C1.5051624005,Muscle_Tissue,BNT,1.055,14.49,13.06,46.98,-24.44,3.24304206
MAY_2024,2024,MAY,C1.5,C1.5051624007,Muscle_Tissue,BNT,0.854,13.28,13.03,43.81,-25.10,3.29987493
MAY_2024,2024,MAY,C1.5,C1.5051624013,Muscle_Tissue,BNT,0.877,13.92,13.40,45.22,-23.78,3.248472271
MAY_2024,2024,MAY,C1.5,C1.5051624024,Muscle_Tissue,BNT,1.015,14.33,13.47,46.68,-23.80,3.25628625
MAY_2024,2024,MAY,C1.5,C1.5051624033,Muscle_Tissue,BNT,0.186,58.18,13.63,195.24,-24.77,3.355689242
MAY_2024,2024,MAY,C1.5,C1.5051624060,Muscle_Tissue,MTS,0.858,13.02,13.13,44.05,-23.30,3.382703447
MAY_2024,2024,MAY,C1.5,C1.5051624061,Muscle_Tissue,BNT,0.874,13.59,13.66,44.44,-23.73,3.270116928
MAY_2024,2024,MAY,C1.5,C1.5051624068,Muscle_Tissue,BNT,1.008,13.76,13.63,47.48,-25.07,3.449986645
MAY_2024,2024,MAY,C1.5,C1.5051624069,Muscle_Tissue,BNT,1.091,11.80,12.52,41.35,-23.47,3.504994953
MAY_2024,2024,MAY,C1.5,C1.5051624073,Muscle_Tissue,BNT,0.83,14.19,13.29,46.17,-22.74,3.253576626
MAY_2024,2024,MAY,C1.5,C1.5051624076,Muscle_Tissue,BNT,1.174,13.94,13.16,44.80,-23.34,3.213866397
MAY_2024,2024,MAY,C1.5,C1.5051624096,Muscle_Tissue,MTS,0.881,13.65,13.66,45.41,-23.56,3.326099093
MAY_2024,2024,MAY,C1.5,C1.5051624097,Muscle_Tissue,MTS,0.886,13.59,13.93,44.44,-23.49,3.270245196
MAY_2024,2024,MAY,C1.5,C1.5051624100,Muscle_Tissue,MTS,1.032,13.44,13.45,44.14,-22.88,3.282953779
MAY_2024,2024,MAY,C1.5,C1.5051624101,Muscle_Tissue,MTS,0.91,13.44,13.88,45.27,-22.59,3.368052403
MAY_2024,2024,MAY,C1.5,C1.5051624102,Muscle_Tissue,MTS,1.092,16.11,13.11,52.79,-22.08,3.275901889
MAY_2024,2024,MAY,C1.5,C1.5051624106,Muscle_Tissue,MTS,0.834,13.73,12.90,44.99,-23.36,3.277807517
MAY_2024,2024,MAY,C1.5,C1.5051624107,Muscle_Tissue,MTS,0.876,13.31,12.43,43.33,-23.19,3.255962658
MAY_2024,2024,MAY,C1.5,C1.5051624108,Muscle_Tissue,MTS,0.895,13.11,12.56,42.60,-22.76,3.250599145
MAY_2024,2024,MAY,C1.5,C1.5051624109,Muscle_Tissue,MTS,1.027,13.72,12.65,44.95,-21.63,3.276897086
MAY_2024,2024,MAY,C1.5,C1.5051624111,Muscle_Tissue,MTS,0.944,13.69,12.50,45.43,-23.09,3.318351773
MAY_2024,2024,MAY,C1.5,C1.5051624115,Muscle_Tissue,MTS,1.003,13.18,13.35,44.21,-23.28,3.353998597
MAY_2024,2024,MAY,C1.5,C1.5051624117,Muscle_Tissue,MTS,1.044,13.90,13.69,45.90,-22.39,3.301561776
MAY_2024,2024,MAY,C1.5,C1.5051624123,Muscle_Tissue,BNT,1.184,13.96,12.95,46.00,-23.48,3.295143823
MAY_2024,2024,MAY,C1.5,C1.5051624132,Muscle_Tissue,BNT,0.969,14.01,12.83,45.00,-24.19,3.211351484
MAY_2024,2024,MAY,C1.5,C1.5051624190,Muscle_Tissue,MTS,1.158,13.33,12.65,43.66,-23.23,3.27513547
MAY_2024,2024,MAY,C1.5,C1.5051624245,Muscle_Tissue,MTS,0.986,13.60,12.07,44.50,-23.02,3.271631076
MAY_2024,2024,MAY,C1.5,C1.5051624251,Muscle_Tissue,MTS,0.931,13.40,12.47,44.94,-23.27,3.35294427
MAY_2024,2024,MAY,C1.5,C1.5051624272,Muscle_Tissue,BNT,0.892,13.40,12.63,43.95,-23.32,3.27999309
MAY_2024,2024,MAY,C2,C2051724002,Muscle_Tissue,BNT,1.054,13.55,13.19,44.57,-24.36,3.288423542
MAY_2024,2024,MAY,C2,C2051724003,Muscle_Tissue,BNT,1,14.41,12.81,45.93,-24.16,3.188239883
MAY_2024,2024,MAY,C2,C2051724004,Muscle_Tissue,BNT,0.885,13.74,13.16,44.59,-24.08,3.245012562
MAY_2024,2024,MAY,C2,C2051724010,Muscle_Tissue,BNT,0.892,13.95,12.77,44.58,-23.70,3.194481621
MAY_2024,2024,MAY,C2,C2051724011,Muscle_Tissue,BNT,0.944,13.71,13.19,44.56,-24.23,3.250292921
MAY_2024,2024,MAY,C2,C2051724023,Muscle_Tissue,BNT,0.923,13.65,13.29,43.98,-23.94,3.222715558
MAY_2024,2024,MAY,C2,C2051724034,Muscle_Tissue,BNT,0.901,13.73,13.15,44.65,-24.07,3.250861611
MAY_2024,2024,MAY,C2,C2051724035,Muscle_Tissue,BNT,0.919,14.64,12.23,47.35,-25.52,3.234204602
MAY_2024,2024,MAY,C2,C2051724054,Muscle_Tissue,BNT,1.051,13.90,12.83,44.80,-23.90,3.223447717
MAY_2024,2024,MAY,C2,C2051724064,Muscle_Tissue,BNT,0.988,13.85,12.41,44.89,-24.20,3.24042997
MAY_2024,2024,MAY,C2,C2051724066,Muscle_Tissue,BNT,0.945,13.77,12.92,44.29,-23.66,3.216066619
MAY_2024,2024,MAY,C2,C2051724094,Muscle_Tissue,MTS,0.888,12.99,13.19,44.96,-24.18,3.461195477
MAY_2024,2024,MAY,C2,C2051724095,Muscle_Tissue,MTS,1.183,13.41,12.38,45.17,-23.15,3.36807402
MAY_2024,2024,MAY,C2,C2051724096,Muscle_Tissue,MTS,1.086,13.44,12.71,44.53,-23.61,3.313087935
MAY_2024,2024,MAY,C2,C2051724097,Muscle_Tissue,MTS,1.015,13.27,12.82,44.24,-22.73,3.333821181
MAY_2024,2024,MAY,C2,C2051724098,Muscle_Tissue,MTS,0.919,12.99,12.07,44.14,-24.02,3.399062678
MAY_2024,2024,MAY,C2,C2051724099,Muscle_Tissue,MTS,0.903,13.32,12.60,44.03,-23.35,3.304865418
MAY_2024,2024,MAY,C2,C2051724100,Muscle_Tissue,MTS,0.881,13.43,13.00,45.50,-23.06,3.388068466
MAY_2024,2024,MAY,C2,C2051724101,Muscle_Tissue,MTS,1.014,13.80,13.38,46.25,-23.36,3.350750345
MAY_2024,2024,MAY,C2,C2051724102,Muscle_Tissue,MTS,0.898,13.72,12.19,45.74,-23.12,3.334824612
MAY_2024,2024,MAY,C2,C2051724103,Muscle_Tissue,MTS,0.97,12.37,13.10,42.43,-23.46,3.43044335
MAY_2024,2024,MAY,C2,C2051724104,Muscle_Tissue,MTS,0.908,12.29,12.59,40.71,-23.67,3.311629134
MAY_2024,2024,MAY,C2,C2051724105,Muscle_Tissue,MTS,0.831,13.30,13.87,42.75,-24.39,3.214079098
MAY_2024,2024,MAY,C2,C2051724106,Muscle_Tissue,MTS,0.987,13.09,13.02,44.46,-23.43,3.396920098
MAY_2024,2024,MAY,C2,C2051724109,Muscle_Tissue,MTS,0.849,13.24,12.95,44.72,-23.66,3.37694709
MAY_2024,2024,MAY,C2,C2051724113,Muscle_Tissue,MTS,0.923,13.33,12.76,44.09,-23.63,3.308377593
MAY_2024,2024,MAY,C2,C2051724114,Muscle_Tissue,MTS,1.087,13.57,12.11,44.28,-24.06,3.26291855
MAY_2024,2024,MAY,C2,C2051724115,Muscle_Tissue,MTS,1.146,14.16,12.74,46.02,-20.70,3.250577009
MAY_2024,2024,MAY,C2,C2051724161,Muscle_Tissue,MTS,0.924,14.57,12.76,47.01,-24.32,3.225572798
MAY_2024,2024,MAY,C2,C2051724178,Muscle_Tissue,BNT,0.998,14.36,12.80,46.04,-22.94,3.20591674
MAY_2024,2024,MAY,C2,C2051724182,Muscle_Tissue,BNT,1.009,13.76,12.78,44.15,-23.66,3.207543533
MAY_2024,2024,MAY,C2,C2051724189,Muscle_Tissue,BNT,0.979,14.07,13.19,46.48,-23.84,3.302066824
MAY_2024,2024,MAY,C2,C2051724209,Muscle_Tissue,MTS,0.987,13.29,12.38,44.68,-22.85,3.361534384
MAY_2024,2024,MAY,T1,T1051324001,Muscle_Tissue,MTS,0.941,13.98,13.16,45.42,-22.83,3.247534308
MAY_2024,2024,MAY,T1,T1051324002,Muscle_Tissue,MTS,0.82,13.20,12.66,43.27,-22.82,3.278362327
MAY_2024,2024,MAY,T1,T1051324003,Muscle_Tissue,MTS,0.971,13.49,12.31,44.40,-24.38,3.291333201
MAY_2024,2024,MAY,T1,T1051324006,Muscle_Tissue,MTS,1.115,13.51,12.89,44.22,-22.52,3.271972121
